V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time
-1.8924749994532544,-1.775003719515209,1.801086186786962,-0.11262092816348995,0.6630313441566956,-2.0738270322407644,-1.4788725584219502,-0.044111307504918464,-0.11587176816178775,1.3154162193650605,1.1840705323544591,-1.264643016226209,0.1886079268731477,0.43437926681585887,-0.3226968828278658,-0.8907368923335031,0.3345761528069619,1.3876105640431107,0.6608439636609639,-0.3017576716528465,-0.35294263704547957,-1.2515004311886664,-0.6964120739935487,0.37506844886865237,-0.19346754520342288,0.5612775979251351,-0.44027489628940986,-0.4297992170336329,230.91654066058192,143224.59399910513
-1.5903307450265167,3.058471496580866,1.9862441090427123,0.2162866039814139,1.1072904353051458,0.7500366598521625,0.8784818484649797,0.8135345420711648,-0.404315995112945,-0.06705778522386834,1.0059733867248588,2.50897709350627,1.1149165300407828,0.18893199880556347,0.21081465017002335,-0.6187976253375987,-1.852760099664198,0.8044817729379454,0.07347513353715465,-1.170625264710315,-1.1250606959503626,1.1097692138024209,-0.14563723277184717,-0.40709532651562286,-0.22064541459267553,-0.1548832229110252,0.35267820742208317,0.4921638056073284,587.2224630832342,72407.42654343708
-1.216185752336893,0.42210944178734816,-0.5586993596447288,1.3016135826052768,1.4941874299014686,-0.6075184130781666,-0.7416932377597413,-0.14672254443580482,-0.23283667591674087,-0.7511075792928348,0.18061934238903724,-1.2491369157527454,-0.003459002718649784,0.794142523589801,-1.011866411747818,1.034046635422566,1.0480045818171162,0.716199848792004,0.38888960794466604,-0.3866668934023883,-1.523494858459286,0.530571769933123,0.08787723230439469,0.40075609449516864,-0.35560172066271806,0.26045423286266506,-0.1822952280797563,-0.36096294473411084,90.91216935185109,13306.213066751794
1.624546739957047,0.5487549214368386,0.562718006299653,-2.3337068744886893,0.9992763640073816,0.7674064409234066,2.531231457249729,-0.6009120528800402,1.5476934578086874,-0.6954256109740754,-0.5558314110701598,-0.3051990179346694,1.2150060591085685,-0.8945943652678683,1.4340649347223595,1.6993924310303496,0.13595851402121645,0.9925960232354585,0.02146548534440854,-0.7891891848344271,-0.015576347419185422,0.47459521806566457,0.5642575474447505,-0.10269784480834651,-0.6649351880369473,-0.43749656132951875,-0.5800673370586639,0.015070531285386027,239.39168496358195,103244.97784989918
1.177628698677894,1.8586344146849845,0.14259682827482914,-0.12932387085002173,0.28925305231905846,1.1905262847010092,0.42383322917698635,1.9812797496680727,0.8193404327702618,0.8291692941233482,-0.872984966934975,-0.13252920675640575,0.2872918316278568,0.11710154026137316,1.5549699872242027,0.2852864309904287,-0.2590739637368749,0.20316190872217837,1.181090463908729,-0.6919194529466158,-1.6994244156644667,-0.6995068747785694,-1.157968403344509,0.510093436023695,0.06084525697037707,-0.007969956145811157,-0.05801107313426883,0.6919607163379828,276.1957791977681,171173.3348275791
1.61458920730838,-1.3486594440374489,-3.8197751952618213,-1.6574861965329972,1.9530490389841089,-0.7967806461613997,1.4930299552503818,0.11453617945876873,-0.17607817661569805,-1.5088587355568717,0.11989574549916256,-0.29160655316502015,-0.47962731196805225,1.5484672245170834,-0.25292081708589237,0.23661698771551173,-0.45455653292456094,-0.488278577483097,-0.3804601757399842,-0.6406335299963667,-0.44532695413704215,0.16402594958116196,-1.0627514337716932,1.622928540053501,-0.23514768186356816,-0.37403532378048043,-0.056039565401880764,-0.27126380346806606,429.9223452939397,145549.60339393961
1.151473423093769,-1.4337420287276794,-0.04742386987444811,-0.5050011075232561,0.8469272356657196,-0.9686089918751616,-0.8681487421500766,0.416834957605278,-0.5581644312500763,1.5196180537684099,-0.7370499739488042,-0.3564444721247698,-0.19911550121929433,1.4591096491375812,0.04287986200290727,-0.2951048133549258,-0.7752287226622385,0.06397737365324808,0.3323380496721337,-0.9863045525223109,-0.21852729021330908,0.8878352024733088,0.4907303508638461,0.27674733297667276,-0.0008143502170746076,-0.04481635981662291,-0.15519461568351292,0.37458124332128917,183.03789486356334,141227.9143352839
1.0210297801306998,-1.4141408453934152,-0.5005451351500353,0.051180720209158134,1.0694420758441192,-0.7875906835185964,-0.177628932007035,-0.45212422904019434,0.5922971773716277,0.6647247123826799,1.4091502896425965,-0.8004412756809596,0.021709869525775038,-0.3489334773641607,1.2214154393965229,1.5345432829611294,0.493219656923075,-0.06362331317694131,0.29531029483734134,0.3951909601348564,0.33595855275539693,0.053497039886153765,-0.1391525938004566,-0.20124658303892612,-0.07204722881988018,0.43583290634895866,0.11898958772243463,-0.03529520994064626,130.73744789062715,42547.63561445024
3.5631699422147007,-1.8116990369593382,1.1924381868089295,-1.5365778257857332,2.076711900857365,1.4842760692260615,0.6745545153038954,-0.12326959976529879,-0.15228847402182025,0.9224947873313665,-0.8745504129027185,0.14438135580565778,-0.13889392295733843,-0.5660756405151055,-0.8845215839966999,0.9216791212757174,-1.2452135345794049,0.7469005754741509,-0.5078726485838378,0.30551589617589364,-0.06305335903649952,-0.5920933979350614,0.46861911999450906,-0.33545821801005427,-1.0023086293550547,-0.4120766428307545,-0.2592756814011733,-0.3524778209142006,360.698640497979,97014.19273741767
1.9725014175228186,1.274114082227608,-0.2628089465353818,-0.3400461508651989,-0.06874241301608668,0.6889371434440863,3.056319627852035,-2.503662396243052,1.4298262470753833,2.777598610460267,-0.07832729169489867,0.9144520227788362,-1.4849894380359518,-0.18170362010795138,0.926536578885858,-0.007182894346303838,-1.0543185100381387,-0.2735732507016379,-1.3398567002464423,-1.04568770899722,0.39901514703474117,-0.03623200339217052,-0.5722491209163164,0.3608171870019754,-0.1318085361680061,0.4231036328288015,0.03253974108413204,-0.3484942024776078,203.76019539215315,90693.90038645416
