V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Time,Class
-0.5025113922793452,1.3290008397045951,-0.5033448507155047,-0.45414670095277465,-0.9325620508918924,-0.36010163226804004,-0.8054639844092796,-0.6435717030456066,0.3686633887355929,0.367918332693905,-1.022085892018501,-0.3760178799627927,0.5942664050293666,0.10736880903936681,-0.8713136605527133,-0.5553921320081682,-0.6147084575001721,-0.6144941043883497,-0.06802632157986874,-1.4324427405008702,-0.5231400802871985,-0.5882204221916089,0.5868540902428675,-0.1074308086992824,0.3404695276276589,-0.032018026217247114,0.4063567700603823,0.18720424082251955,249.9963696062107,162636.71013139156,0
-1.6754230065962366,-1.0189034027895965,-0.6548613785973824,-2.855394598635781,0.35008446315430775,-0.4660941385098332,-1.3356788501336394,-0.7132051884130117,2.1075623874728806,0.8652155453962509,-0.4639236528374261,0.9858951700852079,-1.1430300120163501,1.1047210450909868,0.3633064753788778,0.7978580283894668,0.18326778302169067,-1.8358197272752461,0.03189258910447727,-0.4059689073795755,-0.08508176647661653,-0.24714662788823571,-0.6369256940723417,0.22460615843961515,-0.021134326620842803,0.12053397739191,-0.05082759919364937,0.5017997963079223,414.0897731769535,148142.83214680143,0
-0.3243714700446982,1.7573664882744375,1.2498081128116905,-1.1264792565581332,-3.0238618107839557,2.5804928022935703,1.13501586911611,0.8888729300117674,-0.8539621393970522,0.12250362584508867,0.7444111844446856,-0.7764591101431728,0.7375453494118468,0.237059930994009,-0.09307806053768676,0.5889710818810471,-1.1314624145547232,-0.08218972152978983,-0.09705204219892019,-0.19482432577663986,0.5390750940743831,0.5313705004116447,-0.0995895061629659,0.06579469910193468,-0.2883830693429529,-0.26803806923612833,-0.5164701785430801,-0.008856836118298716,134.84357329568533,163993.8350666407,0
0.7076584735863279,0.862899679113183,0.930880266052123,-0.22610269263768928,0.6626477877131797,4.438575207334887,0.0485977500311264,0.4824452929999664,-0.18834705191944592,-0.2014757209724377,0.5583509768122948,1.463589262353602,-0.13675550491518504,0.11249011946612669,1.2719607484667954,0.6967475950209991,-0.938051868082618,0.9794463270616806,1.2672567687897986,-1.5103179314119646,0.25347447000033024,0.8369784162825754,-0.15908376446333589,-0.17775895229578195,0.19890784050725144,-0.29218545939738433,0.42692779284465626,0.2993480550084029,291.0194371487267,61321.44043077776,0
-0.1081530170187445,-2.1457737957739647,0.5058429626061329,-1.5619658341397085,-2.413503922494207,-2.500769843199468,-2.24630795814819,1.673064898837282,-0.12261331972682042,0.5215402500238026,-0.8467554262746424,0.4516717609310767,0.7620487597428068,-1.0126133882738575,0.810142349308238,0.09640447672378114,-0.5877009872093628,-0.6128064020959756,-0.7038294658093142,0.7528380896615116,1.4104687146654475,-0.3838479381891843,0.8317757362985551,0.4711367015864943,0.3793151538604403,0.14831338507238834,-0.07607253330820807,-0.1250007238597498,134.7866732346832,126266.07142794065,0
-0.8191567217487463,1.5945177705307658,2.0741763516376954,-0.726193447911951,-1.1447939307430144,0.33528481765610907,-0.3432177411048837,0.15473334458844093,-1.4881376427977346,-0.034083971761657006,0.4811188852835899,-1.2296226068516174,-0.9191115453585578,-0.3923809666537335,-1.3202935332492522,1.4094614730071737,-0.377648267786207,0.7860308225403411,-0.8286805268426528,0.32053354438140835,0.23703620947730508,0.7009097283389717,0.8310364338868068,-0.5365400297054094,-0.3403296289937334,1.4451521076998572,0.49641027083076933,-0.27323209149387456,175.37036262222614,67548.19040325886,0
4.797068284337383,-1.6280609008110454,0.48681042112769424,1.0343037511321773,1.6259553063859102,-1.2076739669553818,-0.7087212044666406,-1.5062199802561647,1.6442427954778933,0.6077900466110839,-1.1914486227091639,0.4180885881009828,-0.01824267748013425,0.5069491518416099,0.20746872601415597,0.015408056745603797,0.7729729658842631,0.18077437922700046,0.17139744981126315,-0.24442568219161417,0.3744305505814719,0.8385156422749735,1.0054960472148657,0.13758781989627603,-0.11237719118113626,-0.26678931814975854,0.28251244753842053,-0.35719980689369984,284.8641645131293,130563.67764293229,0
-1.9001206927205276,0.6940284283412865,0.17635411532893283,-2.100052216241497,0.5897293262189185,-1.3884273417312345,-0.9193178098263807,0.47844355195812693,0.6407697917627763,1.198612112749215,0.5624943111705066,-2.2313752218515237,-2.1291856070661037,-1.8629605043297124,0.5327164431951494,0.857119087801471,-0.00884699780949286,-1.2355111010523752,0.7741932676547167,1.4520835213639882,0.5448197406704437,0.38617620250554835,0.8768814861331863,-0.060543192388165516,-0.07318026353782882,0.0940018254772187,-0.2334792862135226,-0.1766200258961575,245.06865949107765,33678.20077363466,0
1.0384169189665922,-0.9452393842081757,-0.8205574253908908,-2.3800835220810046,-2.393564959244518,1.2320700630513082,2.1760634739344393,-0.0169506354245416,-2.741054833412994,-0.23911163713826217,-1.7988071694982917,0.7524350509331534,-1.0344607101209855,1.2308732540551741,-0.5536137332025222,-0.3761627628868337,0.369574197505587,0.19518266947320298,-0.4304416541716983,-0.9997912640983143,-0.028007091255289943,0.16446477364744488,-0.3252556007226625,-0.4431535797079803,-0.6528118799373838,0.07965803369363578,0.32961210361882287,0.12690850454931976,248.8247879682757,157990.47753794078,0
-2.494394993018847,-1.6531617771823202,-0.11565444091093993,0.7958503421973262,-0.0880636437142409,1.4286328452684778,-1.0266434416867538,-0.38695669065307753,0.48664230267147346,0.5563032954229014,-1.293825300146256,-1.3455201296618262,-1.15374948060516,0.3703404303631096,0.0696794993288037,-0.04039160171892596,0.4621656682876839,1.4514365156335773,-0.7616445589452056,0.027290342085616027,0.11505063305715833,0.7531107580162363,-1.149412979337146,-0.7360050782843063,0.07343745236523726,-0.23917763163930886,0.27119074074612093,-0.48811101888821373,81.10661613443189,93474.98046626445,0
